onet_code,Title,xi,chi,L0,L_eq,dL,dL_shock,drift,D_o,B_o,dW_bundle,W_o,proj,ln_w_era
11-3021.00,Computer and Information Systems Managers,0.3670887892730913,0.3243190125393295,0.0018099931317973035,0.0014903706932959191,-0.0003196224385013844,2.715194179911005e-06,-0.0003223376326812954,0.00042298955946174714,9.564024943470839e-08,-0.010179076081478026,12.099352323179009,-0.00011110198073262787,3.5544905510752844
11-3031.00,Financial Managers,0.051494081126868,0.2822642132868055,0.004164041246341599,0.001565315222616433,-0.0025987260237251664,2.729659106593448e-06,-0.00260145568283176,0.0003157357135415333,1.1769115020203863e-07,-0.0068880817843361,11.726344371618739,-0.00012747227859577265,3.4216533902295376
11-3031.01,Treasurers and Controllers,6.148192677012326,0.3595297959650215,0.004164041246341599,0.0013183448178136206,-0.0028456964285279787,2.5393152950224825e-06,-0.002848235743823001,0.00013439795874751575,6.076375227365763e-08,-0.0023955339178672423,10.25995201348242,-3.989569485702526e-05,3.4216533902295376
11-3031.03,Investment Fund Managers,0.5340934561205879,0.3991306703008781,0.004164041246341599,0.0018019207247793744,-0.002362120521562225,2.4990769029961148e-06,-0.002364619598465221,0.0006368540403178156,1.4105903257799787e-07,-0.018742420160259236,15.30382661635928,-0.00020536622555047352,3.4216533902295376
11-3051.00,Industrial Production Managers,1.3134581371015273,0.1989424541118191,0.0013761542396198358,0.0013660439348216502,-1.011030479818563e-05,2.286453028425969e-06,-1.2396757826611598e-05,0.0008869043466167736,8.46499263563119e-08,-0.022145645079941042,11.398099060174552,-0.00017671066700191565,3.3548043420924447
11-3051.01,Quality Control Systems Managers,1.4841349685704164,0.4914131197576318,0.0013761542396198358,0.0020610909666386253,0.0006849367270187895,1.3044016426468075e-06,0.0006836323253761427,0.0016990845827030226,1.6145450473268335e-07,-0.048605215968380605,19.74415032654539,-0.0001254540476948715,3.3548043420924447
11-3051.02,Geothermal Production Managers,1.8948787588329048,0.3841222058814747,0.0013761542396198358,0.0016290532059803466,0.0002528989663605108,1.0671502182503772e-06,0.00025183181614226043,0.0017802989774848743,1.4088307293341795e-07,-0.03673274408181223,15.818504355434834,6.490905631119388e-05,3.3548043420924447
11-3051.03,Biofuels Production Managers,2.075153839565387,0.3588160067798626,0.0013761542396198358,0.001596621502327444,0.0002204672627076083,1.142038308708836e-06,0.00021932522439889945,0.0022504036146671256,1.4368767145151415e-07,-0.041749746117358794,15.194634725403791,0.00019153667732046243,3.3548043420924447
11-3051.04,Biomass Power Plant Managers,2.180300758593517,0.3643382047763537,0.0013761542396198358,0.0014306461951792086,5.4491955559372775e-05,3.625541712889979e-07,5.412940138808378e-05,0.0026550060146668126,1.3078486734084535e-07,-0.04728062531103026,14.031441322148872,0.00032995079971192924,3.3548043420924447
11-3051.06,Hydroelectric Production Managers,1.8995174726333008,0.3619763582343961,0.0013761542396198358,0.0014753249228483887,9.917068322855293e-05,1.6002076696981001e-06,9.757047555885483e-05,0.0020325858761518142,1.1826413672893544e-07,-0.040011506308259406,14.465344607024669,0.00016154945834886665,3.3548043420924447
11-3061.00,Purchasing Managers,6.1840020285821184,0.1570309886772475,0.0008891409177816324,0.0013534722903606093,0.0004643313725789769,2.675226676632919e-06,0.000461656145902344,0.0002995593431376286,8.101622993064129e-08,-0.006239749077410565,9.573535583880854,-0.00017789601254143797,3.105035008444441
11-3071.04,Supply Chain Managers,1.392188541483666,0.2250395021546922,0.0007956828292870063,0.0018885757078766661,0.0010928928785896598,2.3891904713051713e-06,0.0010905036881183547,0.000936018566806861,1.4449505205473442e-07,-0.020121326298061543,15.138634897175992,-5.7211584380930756e-05,3.1990811975400217
11-9021.00,Construction Managers,1.2297930293988537,0.2799142353404707,0.0015500507380739744,0.001820674033343546,0.0002706232952695716,2.4575069711458165e-06,0.0002681657882984258,0.0009279799042537053,1.1193444783157044e-07,-0.024256919380353875,15.22492046590986,-0.00015876686906609021,3.2865344733420154
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",6.194234097715824,0.5442641815596887,0.00022803773592688768,0.0019111938306852943,0.0016831560947584065,2.883141774686574e-06,0.00168027295298372,0.00028182318295579223,1.1962146758097432e-07,-0.008218898244177373,16.569727376295337,-0.00014141969338389446,2.7606426512213806
11-9032.00,"Education Administrators, Kindergarten through Secondary",6.114996342299024,0.5494181131424678,0.001200259671687536,0.0021118656417290177,0.0009116059700414816,2.853657433223456e-06,0.0009087523126082582,0.00014295421292880676,4.055006050030989e-08,-0.0035140357273015384,17.610801468034026,-4.51102836822912e-05,3.4315027311574844
11-9033.00,"Education Administrators, Postsecondary",6.00315216044644,0.5891736908121812,0.000616758930210398,0.0016490123932434298,0.001032253463033032,2.639668666305295e-06,0.0010296137943667264,9.003694696820016e-05,7.233383921473724e-08,-0.001446672382436915,15.520158562876299,-2.6576805931036725e-05,3.277899165317662
11-9041.00,Architectural and Engineering Managers,0.937107716436116,0.4452235315242326,0.001599809113465596,0.0022406988192210714,0.0006408897057554753,2.0639361428226137e-06,0.0006388257696126527,0.0011995514578844932,1.444370026413728e-07,-0.036659885019328355,19.169776261361378,-0.00019479001602952623,3.651177586929925
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.4881990235757905,0.5500656066314279,0.001599809113465596,0.0016940347216151644,9.422560814956833e-05,1.1301787050783073e-06,9.309542944449002e-05,0.0016930812861807828,1.6860679311986796e-07,-0.04742278287821807,18.66428113387014,-5.2791021947821744e-05,3.651177586929925
11-9051.00,Food Service Managers,5.430672624270965,0.1948816263706342,0.0018558842759408716,0.0013751890117742428,-0.00048069526416662884,3.246394288869284e-06,-0.00048394165845549813,0.00017295249540586323,1.5520517768616384e-07,-0.0022505345870567042,9.33420815443146,-8.069959141190428e-05,2.702702594775615
11-9071.00,Gambling Managers,5.220005326393096,0.2507890520677467,2.9584319047609228e-05,0.001071040239440278,0.0010414559203926687,2.7031817249143636e-06,0.0010387527386677543,6.192540154621396e-05,8.848262509626405e-08,0.00016927158085433525,6.741194716832463,-9.943517374549338e-06,3.113959654918641
11-9081.00,Lodging Managers,5.370140969998184,0.3992321234350646,0.00018156650709611152,0.0012635657112173718,0.0010819992041212602,2.6070290293231727e-06,0.001079392175091937,9.917188575717775e-06,8.01060024868576e-08,0.001010727488020447,9.704043783611331,4.677036695421416e-06,2.673458756332591
11-9111.00,Medical and Health Services Managers,0.1088630553768236,0.431270105092554,0.0014865636917517628,0.0017086595488786248,0.00022209585712686195,2.7629423167210843e-06,0.00021933291481014087,0.0002668384334137441,7.762098655781373e-08,-0.006053929545503238,14.031904299688232,-6.117743319389112e-05,3.2511493854184965
11-9121.00,Natural Sciences Managers,0.7306028221630059,0.525811436126145,0.00023796362946355832,0.0019190047753133562,0.0016810411458497978,2.2597768588395253e-06,0.0016787813689909583,0.001118002767078549,5.8714550951367285e-08,-0.03631800526064755,18.312727658800927,-0.0001915398552117915,3.518980417318539
11-9121.01,Clinical Research Coordinators,0.3788404805495073,0.4717310291252983,0.00023796362946355832,0.0025848521194219093,0.002346888489958351,3.1631686847324522e-06,0.0023437253212736184,0.0005276551724188918,1.890044366779864e-07,-0.014886428147300148,19.656113469483735,-0.0001442486924021749,3.518980417318539
11-9121.02,Water Resource Specialists,1.151171244999368,0.5199114364580348,0.00023796362946355832,0.002090119695868915,0.0018521560664053567,1.5760955441482087e-06,0.0018505799708612085,0.0014474067926656493,1.5925971135808084e-07,-0.043085830232904056,20.002029062334852,-0.00010497126606094531,3.518980417318539
11-9131.00,Postmasters and Mail Superintendents,5.3358018701970575,0.3459666620832203,0.00017357422918346763,0.0011266102500697294,0.0009530360208862617,2.607007193798031e-06,0.0009504290136924636,3.397199142811576e-06,1.1394864683400907e-07,0.0016347839386624935,7.941040383245607,5.259891598049463e-06,3.052112606990099
11-9141.00,"Property, Real Estate, and Community Association Managers",6.016525751338974,0.1938837711119767,0.0009219479295359529,0.0013051719798486293,0.0003832240503126764,2.861077025413444e-06,0.00038036297328726293,0.00022165471449672733,1.5873015334949402e-07,-0.0028037907261178707,9.115721374316768,-8.421950707582853e-05,2.8172035149987327
11-9151.00,Social and Community Service Managers,0.0112148476474859,0.5411735940745532,0.0005693853474217427,0.001902217996196044,0.0013328326487743011,2.7831091445993e-06,0.0013300495396297018,0.0002896660448154292,8.423025837110275e-08,-0.008056216627449948,16.596354023043673,-0.0001103136628944283,2.8758219768814333
11-9161.00,Emergency Management Directors,0.4692335569122504,0.477072923987171,7.341293985888215e-05,0.0016459146033406809,0.0015725016634817986,2.3643713436293824e-06,0.0015701372921381692,0.0005097055891713492,7.226612215246069e-08,-0.013429952099186659,15.246407408846553,-6.949153211784687e-05,2.881443127151863
11-9171.00,Funeral Home Managers,5.699652055368022,0.2931433281835096,0.0001530134497146499,0.0012238495953383005,0.0010708361456236506,2.7192324104933965e-06,0.0010681169132131573,0.00013118571915238356,1.5324802321539108e-07,-0.0015130951814167478,8.661376695242943,-8.025451079337012e-05,2.8763855159214247
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",5.98481568121195,0.4061452098540085,4.692240580971572e-05,0.0013978625408146237,0.001350940135004908,2.7143211748317537e-06,0.0013482258138300762,9.845927581306918e-05,1.4295981361366228e-07,-0.0006382799079699202,11.232242789159692,-3.424685075391767e-05,3.2188758248682006
13-1021.00,"Buyers and Purchasing Agents, Farm Products",4.37583793939748,0.0722859425590822,0.00013889805565925464,0.0011205486135740829,0.0009816505579148282,2.790236210820779e-06,0.0009788603217040074,0.00030263313400379776,1.616786291556273e-07,-0.00448531986104058,7.4302808375637195,-1.111095330496059e-05,2.8296776892239084
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.4109924160227859,0.1263459724852309,0.0008576874369641307,0.0014173577613764848,0.0005596703244123541,2.963079940604624e-06,0.0005567072444717495,0.00048348912539992637,1.364501421641873e-07,-0.009995733125678174,10.432023481806784,-0.00024614453716539583,2.804571768092832
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.5520027690977645,0.1791582034742468,0.0014444753250021142,0.001497079155437896,5.26038304357818e-05,2.7636022345166236e-06,4.984022820126517e-05,0.00047743772267905537,1.3631820930199703e-07,-0.010410181865168802,11.409650731483692,-0.00015210953637658417,2.944965156500338
13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.5397846570230027,0.2613571453339793,0.0009975523004353986,0.001504342923469759,0.0005067906230343604,2.7728316579610918e-06,0.0005040177913763994,0.00043854233051782935,1.8279574244720267e-07,-0.008799957616452244,12.001672056211975,-9.517449576627042e-05,2.9279886214674717
13-1032.00,"Insurance Appraisers, Auto Damage",2.33065603286353,0.2499894448419347,0.00012446039233318827,0.0010478514681523203,0.0009233910758191321,1.9525396722046545e-06,0.0009214385361469274,0.0013885165129092275,1.9199526762438828e-07,-0.021520292810684124,9.254450568760475,-3.0593990846009696e-05,2.9559514035421466
13-1041.01,Environmental Compliance Inspectors,1.1179818287056449,0.3506376126116227,0.0007945871137667245,0.001477167979089956,0.0006825808653232315,2.2150658216134236e-06,0.0006803657995016181,0.0010202554656260558,1.6753619847383873e-07,-0.022552289470153107,13.768860006174085,1.4021577019551186e-05,2.9210087273580543
13-1041.03,Equal Opportunity Representatives and Officers,0.3068637901177291,0.4419888130379913,0.0007945871137667245,0.00156713447300396,0.0007725473592372355,2.6050926957242853e-06,0.0007699422665415112,0.0003522231679764743,1.3140149257894775e-07,-0.008062970332988723,13.77333247436746,-7.587128713211632e-05,2.9210087273580543
13-1041.04,Government Property Inspectors and Investigators,1.1011102317235697,0.3719092536665355,0.0007945871137667245,0.001528243993490865,0.0007336568797241405,2.26141248959341e-06,0.0007313954672345471,0.0009155258785355651,1.7486595080452656e-07,-0.020751375263412485,14.387381150202156,-2.5098691542529203e-05,2.9210087273580543
13-1041.06,Coroners,6.156213180731713,0.2408408111110233,0.0007945871137667245,0.0015981034761372726,0.0008035163623705482,3.0814275051047144e-06,0.0008004349348654435,0.0001869979980547947,2.092173711103782e-07,-0.0016299754223828107,11.518075530176391,-4.026489974476786e-05,2.9210087273580543
13-1041.07,Regulatory Affairs Specialists,0.7931597056434818,0.4281748731570335,0.0007945871137667245,0.0017569273381172039,0.0009623402243504794,2.230176750031695e-06,0.0009601100476004477,0.0007405538502495354,1.4124364848925455e-07,-0.01890237023515151,16.062756914238253,-6.297541580039647e-05,2.9210087273580543
13-1041.08,Customs Brokers,4.916393472164938,0.1430164897648749,0.0007945871137667245,0.0011389449203561219,0.0003443578065893974,2.871636231061101e-06,0.0003414861703583363,8.160440564137907e-05,1.334498662537457e-07,0.0004894861292743435,7.2705097683488775,2.411845533561734e-06,2.9210087273580543
13-1051.00,Cost Estimators,1.3240001377845996,0.2679865905714522,0.0012987451608046316,0.0012970861920940783,-1.658968710553264e-06,2.091071379005209e-06,-3.750040089558473e-06,0.0009483844875249433,1.2034642699105046e-07,-0.02078790774414079,11.615109521586225,-5.852186822579011e-05,3.013572191682322
13-1071.00,Human Resources Specialists,6.173325090574515,0.3394120345538251,0.0011711909834730006,0.0014721042700463934,0.0003009132865733927,2.8773143543919973e-06,0.0002980359722190007,0.0002261370986310357,1.6507242892666755e-07,-0.005065764613196137,11.275059473671172,-0.0001420199624994317,2.804571768092832
13-1074.00,Farm Labor Contractors,4.753634777016684,0.2844640733885865,7.257503975513723e-05,0.0009699120136074562,0.000897336973852319,2.725247018033278e-06,0.0008946117268342857,7.25191413521474e-06,1.891630014386243e-07,0.002280376078014081,5.686860884299078,-7.344359721525516e-06,1.9035989509835904
13-1111.00,Management Analysts,0.9452283159824152,0.3954005003060865,0.0019374828552748003,0.0016826081657638826,-0.00025487468951091775,2.1999608417219794e-06,-0.00025707465035263973,0.0008919278733705396,1.148591936784013e-07,-0.02462226008301666,15.458946171060552,-0.00012739252728146186,3.2546289945740186
13-1121.00,"Meeting, Convention, and Event Planners",6.1011413009493305,0.3580724907353939,0.0009738977359681381,0.0014107924130781582,0.00043689467711002,2.638891518767783e-06,0.00043425578559125224,0.00019662423555253593,1.3505563475283278e-07,-0.002992063205045344,10.926124405899863,-6.114958382903844e-05,2.851763932900749
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.2907728630487508,0.3971089606064563,0.0005047381317251151,0.0014831436066093857,0.0009784054748842707,2.612528679586581e-06,0.000975792946204684,0.00035223040412551065,1.2595564002207567e-07,-0.007998020685714763,12.607426327653155,-8.809453827864551e-05,2.9433857931817817
13-1151.00,Training and Development Specialists,0.0824971728011075,0.3769409172603343,0.0012049003491852001,0.001356741655283053,0.0001518413060978528,2.5716433067453706e-06,0.00014926966279110742,0.000249903487623767,8.727259435790976e-08,-0.0053572697645689815,10.980024917692491,-7.565931573443578e-05,2.919930560137709
13-1161.00,Market Research Analysts and Marketing Specialists,0.6830023646584095,0.4275656050272805,0.0011985194176259118,0.001425663988218957,0.00022714457059304512,2.2971378871037076e-06,0.00022484743270594141,0.000629709084224454,1.1061512832688775e-07,-0.01604065176299977,13.595818371379249,-7.271820959923635e-05,2.9646195332117493
13-1161.01,Search Marketing Strategists,0.5293278767525879,0.304169990954577,0.0011985194176259118,0.0014970884687286995,0.00029856905110278763,2.5799383452812e-06,0.00029598911275750643,0.00047531711759910065,1.3758665080497932e-07,-0.010432559284724852,12.303597588055634,-8.721762278609715e-05,2.9646195332117493
13-2022.00,Appraisers of Personal and Business Property,1.5728660933478893,0.1502626209516507,0.0003385116419129491,0.0011433482203224937,0.0008048365784095446,2.2280666863866167e-06,0.000802608511723158,0.0008571690336553857,1.742426396720832e-07,-0.015459127912805487,9.185427218992439,-7.0689257705659e-05,2.8970163006148333
13-2023.00,Appraisers and Assessors of Real Estate,1.1189103939654526,0.2453937842554601,0.0003385116419129491,0.001721703016310798,0.0013831913743978489,2.3628826586218673e-06,0.001380828491739227,0.0007699960273469516,2.3258078658595437e-07,-0.015974136526042824,14.127944679127454,-7.33122244186256e-05,2.8970163006148333
13-2031.00,Budget Analysts,0.4266786894064343,0.3587692731109581,0.0003979380954247045,0.0014269273605800772,0.0010289892651553726,2.5184169329074343e-06,0.0010264708482224652,0.00040881290183739604,1.3532795090723217e-07,-0.008845211150831393,12.121560887726908,-7.643854907948827e-05,3.1095072878128356
13-2041.00,Credit Analysts,0.6580261306930033,0.3066582110647664,0.0003969068337585569,0.0013607501911581043,0.0009638433573995474,2.438672142015229e-06,0.0009614046852575322,0.0005153581426604194,1.4853698797438235e-07,-0.011644480634491666,11.587504903209407,-9.917557419192582e-05,2.8881470628740535
13-2052.00,Personal Financial Advisors,0.0898399126609547,0.4501431593370665,0.0005154374715113964,0.0015854792588205044,0.001070041787309108,2.6771537504862754e-06,0.0010673646335586217,0.00020233584020403224,1.3262856770626696e-07,-0.0038701412768706676,13.434500584448891,-5.8582381757256635e-05,3.229222116922345
13-2053.00,Insurance Underwriters,0.8503122727209378,0.2781722116789119,0.0006056728672993113,0.0012636101133494883,0.000657937246050177,2.3278597398972145e-06,0.0006556093863102798,0.0006522589658945884,1.3766699118538304e-07,-0.01481618021007421,10.859062569554279,-9.407564471611415e-05,2.980110892651034
13-2061.00,Financial Examiners,0.6284778747563359,0.4341738360905043,0.0001780859989728634,0.001426470879346675,0.0012483848803738116,2.3311610883956085e-06,0.001246053719285416,0.0006375743538073506,1.1129085062433167e-07,-0.01653029340372321,13.556716960454654,-8.522438497266472e-05,3.2039652121324464
13-2071.00,Credit Counselors,6.0865882297630325,0.4088559988590053,0.00014386100242758996,0.0012977329158383416,0.0011538719134107517,2.611826494718604e-06,0.001151260086916033,7.116392323720954e-05,1.3448595340469375e-07,9.884714329898986e-06,10.54860495559112,-2.9510841432057257e-05,2.7047112998366956
13-2072.00,Loan Officers,6.114438597915364,0.2719890356671332,0.001290237252058914,0.0013275834912134133,3.734623915449932e-05,2.7221386739242643e-06,3.462410048057506e-05,0.00015208176605599946,1.6483681689224654e-07,-0.001569411639796085,9.675709920752336,-6.190309832802567e-05,2.9295924710494465
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",6.221210202493147,0.2369129373023133,0.0004186922364559249,0.0012378631657953673,0.0008191709293394423,2.639131683904042e-06,0.0008165317976555383,0.00025668799584341567,1.6394985380672162e-07,-0.00407855560742265,8.890882657049865,-0.00011681019963112209,2.8763855159214247
13-2082.00,Tax Preparers,5.788776850082179,0.2092701794001317,0.00037447689251984665,0.0011233866940291272,0.0007489098015092806,2.7951521721326315e-06,0.0007461146493371479,0.00021515181975494731,1.5684178553700836e-07,-0.0019518735427942156,7.423764327389754,-4.570775632396712e-05,2.5680215564985067
15-1211.00,Computer Systems Analysts,1.062428753271154,0.3278357774878006,0.002759978487881644,0.0016115979182801518,-0.0011483805696014923,1.971810885576051e-06,-0.0011503523804870684,0.0008836291430919564,1.2643917191673105e-07,-0.020841052265274343,14.309353146641612,-6.14816214095322e-05,3.292497964738815
15-1211.01,Health Informatics Specialists,0.5932649110266809,0.528663008398599,0.002759978487881644,0.0021440487240230195,-0.0006159297638586247,2.5556540364296207e-06,-0.0006184854178950543,0.0007466253399385116,1.205468176142574e-07,-0.020788622578388444,19.157479051225067,-7.094380697284788e-05,3.292497964738815
15-1212.00,Information Security Analysts,0.7848864317626825,0.2927734563252427,0.0006337747477018334,0.00128188908367298,0.0006481143359711466,2.408605184009427e-06,0.0006457057307871372,0.000593948456840518,1.6014636192658792e-07,-0.01250568636161204,11.053120120826732,-6.952142375114455e-05,3.228430037673012
15-1221.00,Computer and Information Research Scientists,0.6656612660243861,0.3252277791497434,0.000169384728664743,0.0016806490682826363,0.0015112643396178933,2.4365317836054067e-06,0.0015088278078342879,0.0007754711261973646,6.211497258752879e-08,-0.021640217537722786,14.02055315548457,-0.00019335789440472976,3.4461707473048864
15-1231.00,Computer Network Support Specialists,1.5952365890863978,0.1735673418980226,0.0006337747477018334,0.001687818615079662,0.0010540438673778286,1.7477249626806756e-06,0.0010522961424151477,0.0014991412689262802,2.4533585539022284e-07,-0.025404543592408263,13.525601927655568,0.0002758862177458437,3.228430037673012
15-1232.00,Computer User Support Specialists,1.6549504641582633,0.1729617565755807,0.002983182184748465,0.0014825855483811949,-0.00150059663636727,1.3416873101304398e-06,-0.0015019383236774004,0.0021474509592741427,2.4185114478895315e-07,-0.03566927714769294,12.175701359826611,0.0004917020709790326,2.864483986944037
15-1241.00,Computer Network Architects,1.148774053199299,0.2806013649870387,0.0033937532355834774,0.0017834740030019253,-0.0016102792325815522,2.414083939304354e-06,-0.0016126933165208565,0.0008888460632212966,1.3353126057038992e-07,-0.02149508450409983,14.921023284471783,-0.00010241217666496444,3.2805334430151465
15-1241.01,Telecommunications Engineering Specialists,1.3921015985123648,0.2310772479256387,0.0033937532355834774,0.0015692943830643276,-0.0018244588525191498,2.4819212097488153e-06,-0.0018269407737288986,0.0008492552235921587,2.0154720048381782e-07,-0.018883585151219722,13.256062116927835,-0.00012392743192462207,3.2805334430151465
15-1242.00,Database Administrators,0.9789586432515978,0.2672713687879087,0.0006539488040458458,0.0015298028201402565,0.0008758540160944108,2.1802599988326402e-06,0.0008736737560955781,0.0007543658050331658,1.527441794691904e-07,-0.015881436411563168,12.944675123641733,-5.0957684601871876e-05,3.1709452911106513
15-1243.00,Database Architects,0.9008376034859592,0.2828340902470112,0.0006539488040458458,0.0015351998196421368,0.0008812510155962911,2.2953825498342895e-06,0.0008789556330464568,0.0006604833805231502,1.557564563649356e-07,-0.014035521572230715,13.034818366789434,-5.2501406253645285e-05,3.1709452911106513
15-1243.01,Data Warehousing Specialists,1.3207454831560597,0.2753841897983863,0.0006539488040458458,0.001343753585485294,0.0006898047814394482,2.132092615213417e-06,0.0006876726888242348,0.0009929637614423958,1.6697563094861627e-07,-0.022323056172155412,12.071599752452906,-8.610083201730364e-05,3.1709452911106513
15-1244.00,Network and Computer Systems Administrators,1.2597141985401508,0.1348613427142011,0.0019530162341211486,0.0013662695247606742,-0.0005867467093604744,2.567517814956689e-06,-0.0005893142271754311,0.0006242124412157908,7.881049866902582e-08,-0.013666209195730257,10.767857715117525,-9.008495112892973e-05,3.165065250927156
15-1251.00,Computer Programmers,1.094201995607587,0.2345239179873533,0.0034070307295351277,0.001325021717326512,-0.0020820090122086157,2.2019763303259e-06,-0.0020842109885389416,0.0007780959031112499,1.573569086609588e-07,-0.015606480210886592,11.232196223320003,-5.278696900869493e-05,3.2007118542405295
15-1252.00,Software Developers,1.3096121022394662,0.4522667520977108,0.003200971757868011,0.0015051961555836014,-0.0016957756022844095,1.739635019837012e-06,-0.0016975152373042465,0.0012975044154949153,1.499851314051475e-07,-0.03421176101256559,15.656511032972661,-6.468610340590894e-05,3.4245698978969785
15-1253.00,Software Quality Assurance Analysts and Testers,1.37375055058217,0.4887001598756539,0.003200971757868011,0.0019198625185612539,-0.001281109239306757,1.417439520068212e-06,-0.0012825266788268252,0.0014805921396447944,2.1804665296923738e-07,-0.04076385928103892,18.851372397337695,-9.603418306905997e-05,3.4245698978969785
15-1254.00,Web Developers,0.8945441107975675,0.2361776013975826,0.0006337747477018334,0.0016292419974989732,0.0009954672497971399,2.443100291817579e-06,0.000993024149505322,0.0006783020184253444,1.995731079385013e-07,-0.015396743526512713,13.18397772204139,-0.00013374793810882915,3.228430037673012
15-1255.01,Video Game Designers,0.7953480534571382,0.3178969690076014,0.0006337747477018334,0.0015621697213745842,0.0009283949736727507,2.337062153642301e-06,0.0009260579115191084,0.0005922553255135463,1.4668004921997764e-07,-0.01291525657794793,13.425267472145576,-5.1563025484344263e-05,3.228430037673012
15-1299.01,Web Administrators,0.9791888517383124,0.3203560554033627,0.001279409004564364,0.0017898317134263152,0.0005104227088619511,2.6300988850297153e-06,0.0005077926099769214,0.0008123967939352971,2.1294527148932483e-07,-0.020304283429484895,15.196962858906423,-0.00013880902630283937,2.5416019934645457
15-1299.03,Document Management Specialists,0.714855444433118,0.3196608858235149,0.001279409004564364,0.0015875703625416958,0.00030816135797733174,2.61245982182811e-06,0.00030554889815550363,0.0006614180779473536,1.6793515022929972e-07,-0.014163211894329819,13.459687120861055,-5.4403151071725775e-05,2.5416019934645457
15-1299.05,Information Security Engineers,0.9608788154952153,0.4438152548427787,0.001279409004564364,0.001923533920794496,0.000644124916230132,2.2091964261908292e-06,0.0006419157198039411,0.0009583416539242396,1.8330977069804142e-07,-0.02506696871160445,17.589937592934763,-6.737955254048413e-05,2.5416019934645457
15-1299.08,Computer Systems Engineers/Architects,1.343506980824364,0.4266161594401031,0.001279409004564364,0.00245404918091532,0.0011746401763509558,1.721558864489943e-06,0.0011729186174864658,0.0013379306345048883,1.984855760214037e-07,-0.0385090731392814,20.452954474863162,-0.00018406147795352592,2.5416019934645457
