onet_code,Task ID,Task,Task Type,is_core,rt,rle_mean,Title,Job Family,pc1,pc2,xi,r,chi,sector,zone,sector_zone
11-1011.03,15382,Monitor and evaluate effectiveness of sustainability programs.,Core,True,96.3,7.7037,Chief Sustainability Officers,Management,0.1739645966872836,0.27801549276528786,1.0116671673532072,0.32795776422901635,0.7162174442629433,5,Z3,05-Z3
11-1011.03,15384,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.19451207491439546,0.17826732115578472,0.7418483246451146,0.2638450019984519,0.5762034433218126,4,Z2,04-Z2
11-1011.03,15379,"Develop, or oversee the development of, sustainability evaluation or monitoring systems.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.1870028699904003,0.3145838695126406,1.0344712523601403,0.3659686931175844,0.799228408820013,5,Z3,05-Z3
11-1011.03,15372,Supervise employees or volunteers working on sustainability projects.,Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.1838104700962952,0.03959382556330898,0.2121639162092104,0.18802648733558464,0.4106255893340922,1,Z2,01-Z2
11-1011.03,15378,"Develop sustainability reports, presentations, or proposals for supplier, employee, academia, media, government, public interest, or other groups.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.23859387230885795,0.12869263994268698,0.49465271524265503,0.27108823559637124,0.5920217309842404,2,Z2,02-Z2
11-1011.03,15380,"Develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.21980031259770028,0.09131881372659599,0.3937647479746404,0.23801534227540774,0.5197947990059498,2,Z2,02-Z2
11-1011.03,15368,Identify and evaluate pilot projects or programs to enhance the sustainability research agenda.,Core,True,96.3,7.7037,Chief Sustainability Officers,Management,0.2412636766014142,0.240805795635928,0.7844483400749581,0.3408747465845543,0.7444264671900925,4,Z3,04-Z3
11-1011.03,15370,"Create and maintain sustainability program documents, such as schedules and budgets.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.16013527882689974,0.05745030712138563,0.34445837871769414,0.1701289079295769,0.37153958504083023,1,Z2,01-Z2
11-1011.03,15375,Formulate or implement sustainability campaign or marketing strategies.,Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.1990677487543526,0.12466600198434631,0.5594970529243612,0.23488205688150615,0.5129521079593078,3,Z2,03-Z2
11-1011.03,15376,"Research environmental sustainability issues, concerns, or stakeholder interests.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.2194777629739613,0.2220145790318602,0.791144102563597,0.3121873824207962,0.681776965074145,4,Z3,04-Z3
11-1011.03,15383,Direct sustainability program operations to ensure compliance with environmental or governmental regulations.,Core,True,85.19,7.7037,Chief Sustainability Officers,Management,0.10754508657356174,0.15283332535129654,0.9576077537524962,0.18687956277787615,0.40812085407522286,5,Z2,05-Z2
11-1011.03,15377,"Evaluate and approve proposals for sustainability projects, considering factors such as cost effectiveness, technical feasibility, and integration with other initiatives.",Core,True,92.59,7.7037,Chief Sustainability Officers,Management,0.15223367145728614,0.23200522818113306,0.9900995062976045,0.27749147127208174,0.6060055715603341,5,Z2,05-Z2
11-1011.03,15381,Develop methodologies to assess the viability or success of sustainability initiatives.,Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.17461906750475606,0.31165365950037704,1.0600808211483561,0.35723916668837913,0.7801642493742095,6,Z3,06-Z3
11-1011.03,15374,"Review sustainability program objectives, progress, or status to ensure compliance with policies, standards, regulations, or laws.",Core,True,92.59,7.7037,Chief Sustainability Officers,Management,0.19261645723632598,0.20282159795275112,0.8111996155098912,0.27971002876976153,0.610850614898991,4,Z2,04-Z2
11-1011.03,15373,Write and distribute financial or environmental impact reports.,Core,True,88.89,7.7037,Chief Sustainability Officers,Management,0.20137189588058851,0.1730695944772529,0.7099562379870462,0.2655253754032999,0.5798731620377483,4,Z2,04-Z2
11-1011.03,15371,"Write project proposals, grant applications, or other documents to pursue funding for environmental initiatives.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.18492345308454242,0.13179766799820994,0.6192084631329877,0.22708436491858555,0.49592295476343246,3,Z2,03-Z2
11-1011.03,15367,"Identify educational, training, or other development opportunities for sustainability employees or volunteers.",Core,True,100.0,7.7037,Chief Sustainability Officers,Management,0.2786108070195781,0.022715309779140238,0.08135067851214989,0.2795352698434723,0.6104689639512135,0,Z2,00-Z2
11-1011.03,15369,Conduct risk assessments related to sustainability and the environment.,Core,True,85.19,7.7037,Chief Sustainability Officers,Management,0.15990554976307164,0.2532415004676258,1.0075829647502603,0.29950132287541686,0.6540722477709308,5,Z2,05-Z2
11-1021.00,20699,"Review financial statements, sales or activity reports, or other performance data to measure productivity or goal achievement or to identify areas needing cost reduction or program improvement.",Core,True,97.14,3.6732,General and Operations Managers,Management,0.11795655227724948,0.21882505518798903,1.0764027501009563,0.24859234300992042,0.5428936039750858,6,Z2,06-Z2
11-1021.00,933,"Direct and coordinate activities of businesses or departments concerned with the production, pricing, sales, or distribution of products.",Core,True,79.9,3.6732,General and Operations Managers,Management,0.07238616472343874,-0.07007744085488546,5.5139914352674015,0.1007502087349638,0.22002545717662722,31,Z1,31-Z1
11-1021.00,20700,Direct administrative activities directly related to making products or providing services.,Core,True,85.81,3.6732,General and Operations Managers,Management,0.008160674402016212,-0.11261810636920674,4.784725799096988,0.11291339375327307,0.24658828397351765,27,Z1,27-Z1
11-1021.00,20701,Prepare staff work schedules and assign specific duties.,Core,True,86.29,3.6732,General and Operations Managers,Management,0.10259187991719772,-0.2418512904391036,5.113576788272618,0.26271113511232136,0.5737272243329805,29,Z2,29-Z2
11-1021.00,20703,"Direct or coordinate financial or budget activities to fund operations, maximize investments, or increase efficiency.",Core,True,82.52,3.6732,General and Operations Managers,Management,0.12679543331412557,-0.03419957802959272,6.019732159334265,0.13132666540622687,0.28680049359996396,34,Z1,34-Z1
11-1021.00,20706,"Plan or direct activities, such as sales promotions, that require coordination with other department managers.",Core,True,71.86,3.6732,General and Operations Managers,Management,0.21653336993400146,-0.1149670989540127,5.795090014340772,0.24516144504566145,0.5354009654724872,33,Z2,33-Z2
11-1021.00,20705,"Perform personnel functions, such as selection, training, or evaluation.",Core,True,95.77,3.6732,General and Operations Managers,Management,0.14789138181906028,-0.013642050555021296,6.191201894935494,0.14851924575521125,0.32434687091102576,35,Z1,35-Z1
11-1021.00,20704,"Establish or implement departmental policies, goals, objectives, or procedures in conjunction with board members, organization officials, or staff members.",Core,True,88.62,3.6732,General and Operations Managers,Management,0.2801159987825936,0.018645955696456093,0.06646706796595626,0.2807358980212616,0.6130909809875469,0,Z2,00-Z2
11-1021.00,20702,Monitor suppliers to ensure that they efficiently and effectively provide needed goods or services within budgetary limits.,Core,True,75.67,3.6732,General and Operations Managers,Management,0.06019957067909119,0.07124844905387756,0.8692561559053384,0.09327555844126521,0.20370178530778962,4,Z1,04-Z1
11-1021.00,20708,"Manage the movement of goods into and out of production facilities to ensure efficiency, effectiveness, or sustainability of operations.",Supplemental,False,46.73,3.6732,General and Operations Managers,Management,-0.11835126974536053,-0.019876396247420505,3.3079839709170296,0.12000872542496051,0.26208357291122736,18,Z1,18-Z1
11-1021.00,20707,"Set prices or credit terms for goods or services, based on forecasts of customer demand.",Supplemental,False,49.24,3.6732,General and Operations Managers,Management,0.05140296164145211,-0.014903474000842357,6.000988627720328,0.05351988418154865,0.11688052196559662,34,Z1,34-Z1
11-1021.00,944,"Perform sales floor work, such as greeting or assisting customers, stocking shelves, or taking inventory.",Supplemental,False,59.07,3.6732,General and Operations Managers,Management,-0.04858460118797248,-0.2802689977908503,4.540744833976836,0.2844488962806535,0.6211996901383917,26,Z2,26-Z2
11-1021.00,945,"Develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",Supplemental,False,51.98,3.6732,General and Operations Managers,Management,0.16982686448683387,0.07235917617064266,0.4027818008737795,0.18459960530164612,0.40314172110518176,2,Z2,02-Z2
11-1021.00,947,"Direct non-merchandising departments of businesses, such as advertising or purchasing.",Supplemental,False,51.13,3.6732,General and Operations Managers,Management,0.11349213770514809,-0.11820587362551462,5.477445640932778,0.16386913644873896,0.35786905175671796,31,Z2,31-Z2
11-1021.00,19501,"Implement or oversee environmental management or sustainability programs addressing issues such as recycling, conservation, or waste management.",Supplemental,False,56.52,3.6732,General and Operations Managers,Management,0.15280549510787486,0.13079004513746476,0.7079237972529182,0.20113566377503228,0.4392543393437939,4,Z2,04-Z2
11-1021.00,949,Plan store layouts or design displays.,Supplemental,False,51.62,3.6732,General and Operations Managers,Management,-0.028631925040259243,-0.0766939452632373,4.355085804057099,0.0818642069011327,0.17878086582636393,24,Z1,24-Z1
11-1021.00,948,"Recommend locations for new facilities, or oversee the remodeling or renovating of current facilities.",Supplemental,False,49.78,3.6732,General and Operations Managers,Management,0.09463250288624363,0.08911851024808494,0.7553992079506985,0.12999007451091382,0.2838815515303451,4,Z1,04-Z1
11-2011.00,3224,"Plan and prepare advertising and promotional material to increase sales of products or services, working with customers, company officials, sales departments, and advertising agencies.",Core,True,96.37,5.207000000000001,Advertising and Promotions Managers,Management,0.16775653847828578,-0.03531096506862704,6.075724476096433,0.17143255366555787,0.3743865791330224,34,Z2,34-Z2
11-2011.00,3226,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",Core,True,87.26,5.207000000000001,Advertising and Promotions Managers,Management,0.00521838352310436,0.06796838256985828,1.4941700202433124,0.06816841318203631,0.1488710193627387,8,Z1,08-Z1
11-2011.00,3231,"Confer with department heads or staff to discuss topics such as contracts, selection of advertising media, or product to be advertised.",Core,True,97.19,5.207000000000001,Advertising and Promotions Managers,Management,0.23810895523262704,-0.025022263896315365,6.1784821499313125,0.23942010828764995,0.5228626267350502,35,Z2,35-Z2
11-2011.00,3242,Coordinate with the media to disseminate advertising.,Core,True,80.19,5.207000000000001,Advertising and Promotions Managers,Management,0.18714570271789,-0.1109052484097043,5.748214053986192,0.21753962436896657,0.47507847285683164,32,Z2,32-Z2
11-2011.00,3227,"Coordinate activities of departments, such as sales, graphic arts, media, finance, and research.",Core,True,78.64,5.207000000000001,Advertising and Promotions Managers,Management,0.21782351121471652,-0.08233070131515706,5.921813552910145,0.23286353603978735,0.5085439188687219,33,Z2,33-Z2
11-2011.00,3238,Plan and execute advertising policies and strategies for organizations.,Core,True,78.17,5.207000000000001,Advertising and Promotions Managers,Management,0.21257787489228522,-0.010454866746993417,6.234043553663471,0.21283481184340464,0.4648037693116484,35,Z2,35-Z2
11-2011.00,3237,"Direct, motivate, and monitor the mobilization of a campaign team to advance campaign goals.",Core,True,83.59,5.207000000000001,Advertising and Promotions Managers,Management,0.1401387682223201,-0.08565265672357286,5.734572011161153,0.16424144410798197,0.3586821236497082,32,Z2,32-Z2
11-2011.00,3223,Prepare budgets and submit estimates for program costs as part of campaign plan development.,Core,True,81.73,5.207000000000001,Advertising and Promotions Managers,Management,0.15061417856217718,0.026073963921744738,0.17141861226386204,0.1528544483440107,0.33381439404105856,0,Z2,00-Z2
11-2011.00,3243,Contact organizations to explain services and facilities offered.,Core,True,79.02,5.207000000000001,Advertising and Promotions Managers,Management,0.22612320864187954,-0.15910769232897115,5.6700254225490605,0.27649043969864406,0.6038194477561317,32,Z2,32-Z2
11-2011.00,3233,Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,Core,True,77.04,5.207000000000001,Advertising and Promotions Managers,Management,0.13174288667872805,0.18713393455234023,0.9573887082449609,0.2288565001294124,0.499793069424601,5,Z2,05-Z2
11-2011.00,3229,"Identify and develop contacts for promotional campaigns and industry programs that meet identified buyer targets, such as dealers, distributors, or consumers.",Core,True,78.24,5.207000000000001,Advertising and Promotions Managers,Management,0.1432471686565191,0.03399576419673652,0.2330116922441244,0.1472258921230547,0.32152235344570823,1,Z1,01-Z1
11-2011.00,3239,"Track program budgets, expenses, and campaign response rates to evaluate each campaign, based on program objectives and industry norms.",Core,True,69.28,5.207000000000001,Advertising and Promotions Managers,Management,0.15036716098489045,0.12493847311245818,0.6932941924592485,0.19549911807046189,0.42694485074702565,3,Z2,03-Z2
11-2011.00,3234,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",Core,True,86.55,5.207000000000001,Advertising and Promotions Managers,Management,0.17603976767142707,0.0653840158350972,0.3556249840991254,0.18778996067025058,0.41010904561345846,2,Z2,02-Z2
11-2011.00,18586,"Manage sales team, including setting goals, providing incentives, and evaluating employee performance.",Supplemental,False,41.07,5.207000000000001,Advertising and Promotions Managers,Management,0.13794282826733298,-0.08304713158935903,5.741266990491601,0.16101257694854534,0.3516306943590104,32,Z2,32-Z2
11-2011.00,3228,Prepare and negotiate advertising and sales contracts.,Supplemental,False,63.17,5.207000000000001,Advertising and Promotions Managers,Management,0.1393144192109697,-0.10827104833743696,5.622520668497938,0.17644015219948495,0.385322528255299,32,Z2,32-Z2
11-2011.00,3235,Formulate plans to extend business with established accounts and to transact business as agent for advertising accounts.,Supplemental,False,58.64,5.207000000000001,Advertising and Promotions Managers,Management,0.1974296499823619,-0.051077625344648304,6.030023094241179,0.20392986662822635,0.4453565178696524,34,Z2,34-Z2
11-2011.00,3241,Train and direct workers engaged in developing and producing advertisements.,Supplemental,False,61.21,5.207000000000001,Advertising and Promotions Managers,Management,0.12422310291882721,-0.06987993108207016,5.770768722335574,0.14252923933992076,0.3112654697252251,33,Z1,33-Z1
11-2011.00,3240,"Assemble and communicate with a strong, diverse coalition of organizations or public figures, securing their cooperation, support, and action, to further campaign goals.",Supplemental,False,62.26,5.207000000000001,Advertising and Promotions Managers,Management,0.15235970126893109,-0.0865881617651585,5.7663901985405905,0.175245508725979,0.38271358104097924,33,Z2,33-Z2
11-2011.00,3236,Provide presentation and product demonstration support during the introduction of new products and services to field staff and customers.,Supplemental,False,63.96,5.207000000000001,Advertising and Promotions Managers,Management,0.14970789481990016,-0.020179434311857796,6.149200811043348,0.15106178649993807,0.3298994518612088,35,Z1,35-Z1
11-2011.00,3245,Represent company at trade association meetings to promote products.,Supplemental,False,65.01,5.207000000000001,Advertising and Promotions Managers,Management,0.15243976256390862,-0.06344164335015491,5.8888130547960005,0.16511427352445665,0.3605882704836294,33,Z2,33-Z2
11-2011.00,3244,Direct and coordinate product research and development.,Supplemental,False,40.08,5.207000000000001,Advertising and Promotions Managers,Management,0.15542490686285826,0.16536950806415895,0.8163881588694146,0.22694487407894917,0.4956183247666482,4,Z2,04-Z2
11-2021.00,951,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",Core,True,98.32,6.680499999999999,Marketing Managers,Management,0.11841603759728744,0.11570250737724166,0.7738082711042445,0.1655579299629675,0.36155715890518586,4,Z2,04-Z2
11-2021.00,20709,"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",Core,True,98.22,6.680499999999999,Marketing Managers,Management,0.11621119685175563,-0.010973755735408387,6.189035069626049,0.11672816964494005,0.2549192623419934,35,Z1,35-Z1
11-2021.00,952,"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections.",Core,True,81.95,6.680499999999999,Marketing Managers,Management,0.1226470504878025,0.2709511859566955,1.1457377939211122,0.29741695339152635,0.6495202537415738,6,Z2,06-Z2
11-2021.00,950,"Develop pricing strategies, balancing firm objectives and customer satisfaction.",Core,True,71.63,6.680499999999999,Marketing Managers,Management,0.12546863363349559,-0.012951991454018834,6.180320737505451,0.12613537215421103,0.27546337891350736,35,Z1,35-Z1
11-2021.00,957,Compile lists describing product or service offerings.,Core,True,84.1,6.680499999999999,Marketing Managers,Management,0.1243649998015197,-0.07209751289974929,5.757807234318098,0.14375223317208505,0.31393633046511715,32,Z1,32-Z1
11-2021.00,954,"Direct the hiring, training, or performance evaluations of marketing or sales staff and oversee their daily activities.",Core,True,75.29,6.680499999999999,Marketing Managers,Management,0.14534273990195629,-0.06466341546861956,5.8645781570792685,0.15907818625529718,0.34740623465828885,33,Z2,33-Z2
11-2021.00,956,"Consult with product development personnel on product specifications, such as design, color, or packaging.",Core,True,74.34,6.680499999999999,Marketing Managers,Management,0.12236053095226097,0.1400262620409371,0.8526237684902009,0.18595551509991953,0.40610285316635875,4,Z2,04-Z2
11-2021.00,958,"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends.",Core,True,87.23,6.680499999999999,Marketing Managers,Management,0.11243654460582901,0.11723984953857203,0.8063084744582277,0.16244124747959054,0.35475072647303724,4,Z2,04-Z2
11-2021.00,955,"Negotiate contracts with vendors or distributors to manage product distribution, establishing distribution networks or developing distribution strategies.",Core,True,72.9,6.680499999999999,Marketing Managers,Management,0.08442039577958999,0.009926343674796747,0.11704486200683567,0.08500197363786792,0.18563334354757577,0,Z1,00-Z1
11-2021.00,961,"Coordinate or participate in promotional activities or trade shows, working with developers, advertisers, or production managers, to market products or services.",Core,True,97.54,6.680499999999999,Marketing Managers,Management,0.1366318350598702,-0.027745653501067346,6.082840792303043,0.13942051369876984,0.3044764140099136,34,Z1,34-Z1
11-2021.00,963,"Initiate market research studies, or analyze their findings.",Core,True,88.47,6.680499999999999,Marketing Managers,Management,0.2296658371844694,0.2199805671763025,0.7638617461828069,0.31802177080327526,0.694518516553983,4,Z3,04-Z3
11-2021.00,960,"Confer with legal staff to resolve problems, such as copyright infringement or royalty sharing with outside producers or distributors.",Core,True,67.35,6.680499999999999,Marketing Managers,Management,0.21286204073353476,0.015122487343225691,0.07092444485427168,0.21339854265831112,0.4660348846793658,0,Z2,00-Z2
11-2021.00,964,Consult with buying personnel to gain advice regarding the types of products or services expected to be in demand.,Supplemental,False,63.56,6.680499999999999,Marketing Managers,Management,0.17055456720711012,0.058512353790698086,0.33048885075191203,0.1803123843260148,0.393778983627764,1,Z2,01-Z2
11-2021.00,19502,Consult with buying personnel to gain advice regarding environmentally sound or sustainable products.,Supplemental,False,63.56,6.680499999999999,Marketing Managers,Management,0.1728422966071611,0.11221312854501203,0.5758285374500739,0.20607339885171314,0.4500377156891646,3,Z2,03-Z2
11-2021.00,965,Conduct economic or commercial surveys to identify potential markets for products or services.,Supplemental,False,63.31,6.680499999999999,Marketing Managers,Management,0.09622822149523727,0.1952360332813272,1.1128597480511226,0.2176625353696955,0.4753468946245578,6,Z2,06-Z2
11-2021.00,19505,"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products.",Supplemental,False,48.28,6.680499999999999,Marketing Managers,Management,0.061399924983078634,0.2694712400750933,1.346767689350036,0.27637782113537307,0.6035735033438927,7,Z2,07-Z2
11-2021.00,962,"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",Supplemental,False,66.15,6.680499999999999,Marketing Managers,Management,0.21510404673652658,0.05410390097916823,0.24641281017105626,0.2218039292338922,0.48439116450508396,1,Z2,01-Z2
11-2021.00,959,Select products or accessories to be displayed at trade or special production shows.,Supplemental,False,74.62,6.680499999999999,Marketing Managers,Management,-0.07322169363597601,-0.057254029698906826,3.8052160019767567,0.09294858974553641,0.20298772786152244,21,Z1,21-Z1
11-2021.00,19503,Develop business cases for environmental marketing strategies.,Supplemental,False,36.66,6.680499999999999,Marketing Managers,Management,0.20230903487005314,0.18727482336452078,0.7468268654414308,0.2756824351609381,0.6020548700937943,4,Z2,04-Z2
11-2021.00,19504,"Integrate environmental information into product or company marketing strategies, policies, or activities.",Supplemental,False,46.94,6.680499999999999,Marketing Managers,Management,0.1573996023439119,0.1685092511584691,0.8194731771125856,0.23058621499129045,0.5035705435167004,4,Z2,04-Z2
11-2022.00,14,Oversee regional and local sales managers and their staffs.,Core,True,95.24,5.6666,Sales Managers,Management,0.1397942326443425,-0.09109822304918244,5.705644446841185,0.16685716563378136,0.3643945219840357,32,Z2,32-Z2
